event_month,pet_id,subscription_date,subscription_cancelled_date,pet_type,pet_race,pet_age_at_subscription,total_ttc,total_ht,total_hthc,health_ttc,health_ht,health_hthc,prevention_ttc,prevention_ht,prevention_hthc,health_limit,rate,prevention_limit
2022-05-01,p110,2022-03-29,,cat,siamois,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-06-01,p110,2022-03-29,,cat,siamois,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-07-01,p110,2022-03-29,,cat,siamois,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-08-01,p110,2022-03-29,,cat,siamois,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-09-01,p110,2022-03-29,,cat,siamois,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-10-01,p110,2022-03-29,,cat,siamois,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-11-01,p110,2022-03-29,,cat,siamois,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-10-01,p1100,2022-10-12,,cat,bengal,1,30.99,28.43,22.43,23.99,22.01,16.01,7,6.42,6.42,1500,0.8,100
2022-11-01,p1100,2022-10-12,,cat,bengal,1,30.99,28.43,22.43,23.99,22.01,16.01,7,6.42,6.42,1500,0.8,100
2022-10-01,p1102,2022-10-26,,cat,europ̩en,6,37.15,34.08,24.98,30.15,27.66,18.56,7,6.42,6.42,1000,0.8,100
2022-11-01,p1102,2022-10-26,,cat,europ̩en,6,37.15,34.08,24.98,30.15,27.66,18.56,7,6.42,6.42,1000,0.8,100
2022-10-01,p1103,2022-10-12,,dog,yorkshire terrier,0,18.99,17.42,14.34,18.99,17.42,14.34,,,,2000,0.8,
2022-11-01,p1103,2022-10-12,,dog,yorkshire terrier,0,18.99,17.42,14.34,18.99,17.42,14.34,,,,2000,0.8,
2022-06-01,p1105,2022-06-10,,dog,chihuahua,1,22.99,21.09,17.42,22.99,21.09,17.42,,,,1800,1,
2022-07-01,p1105,2022-06-10,,dog,chihuahua,1,22.99,21.09,17.42,22.99,21.09,17.42,,,,1800,1,
2022-08-01,p1105,2022-06-10,,dog,chihuahua,1,22.99,21.09,17.42,22.99,21.09,17.42,,,,1800,1,
2022-09-01,p1105,2022-06-10,,dog,chihuahua,1,22.99,21.09,17.42,22.99,21.09,17.42,,,,1800,1,
2022-10-01,p1105,2022-06-10,,dog,chihuahua,1,22.99,21.09,17.42,22.99,21.09,17.42,,,,1800,1,
2022-11-01,p1105,2022-06-10,,dog,chihuahua,1,22.99,21.09,17.42,22.99,21.09,17.42,,,,1800,1,
2022-03-01,p1106,2022-03-19,,dog,shiba,2,14.44,13.25,10.84,14.44,13.25,10.84,,,,1500,0.8,
2022-04-01,p1106,2022-03-19,,dog,shiba,2,14.44,13.25,10.84,14.44,13.25,10.84,,,,1500,0.8,
2022-05-01,p1106,2022-03-19,,dog,shiba,2,14.44,13.25,10.84,14.44,13.25,10.84,,,,1500,0.8,
2022-06-01,p1106,2022-03-19,,dog,shiba,2,14.44,13.25,10.84,14.44,13.25,10.84,,,,1500,0.8,
2022-07-01,p1106,2022-03-19,,dog,shiba,2,14.44,13.25,10.84,14.44,13.25,10.84,,,,1500,0.8,
2022-08-01,p1106,2022-03-19,,dog,shiba,2,14.44,13.25,10.84,14.44,13.25,10.84,,,,1500,0.8,
2022-09-01,p1106,2022-03-19,,dog,shiba,2,14.44,13.25,10.84,14.44,13.25,10.84,,,,1500,0.8,
2022-10-01,p1106,2022-03-19,,dog,shiba,2,14.44,13.25,10.84,14.44,13.25,10.84,,,,1500,0.8,
2022-11-01,p1106,2022-03-19,,dog,shiba,2,14.44,13.25,10.84,14.44,13.25,10.84,,,,1500,0.8,
2022-09-01,p1108,2022-09-06,,cat,europ̩en,6,21.99,20.17,13.55,21.99,20.17,13.55,,,,1000,0.6,
2022-10-01,p1108,2022-09-06,,cat,europ̩en,6,21.99,20.17,13.55,21.99,20.17,13.55,,,,1000,0.6,
2022-11-01,p1108,2022-09-06,,cat,europ̩en,6,21.99,20.17,13.55,21.99,20.17,13.55,,,,1000,0.6,
2022-10-01,p1109,2022-10-06,,cat,bengal,1,32.99,30.27,20.66,32.99,30.27,20.66,,,,1500,1,
2022-11-01,p1109,2022-10-06,,cat,bengal,1,32.99,30.27,20.66,32.99,30.27,20.66,,,,1500,1,
2022-08-01,p111,2022-08-02,,cat,bengal,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-09-01,p111,2022-08-02,,cat,bengal,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-10-01,p111,2022-08-02,,cat,bengal,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-11-01,p111,2022-08-02,,cat,bengal,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-04-01,p1111,2022-04-14,,dog,berger australien,6,19.74,18.11,15.06,12.74,11.69,8.64,7,6.42,6.42,1000,0.6,100
2022-04-01,p1111,2022-04-14,,dog,berger australien,6,19.74,18.11,15.06,12.74,11.69,8.64,7,6.42,6.42,1000,0.6,100
2022-05-01,p1111,2022-04-14,,dog,berger australien,6,19.74,18.11,15.06,12.74,11.69,8.64,7,6.42,6.42,1000,0.6,100
2022-05-01,p1111,2022-04-14,,dog,berger australien,6,19.74,18.11,15.06,12.74,11.69,8.64,7,6.42,6.42,1000,0.6,100
2022-06-01,p1111,2022-04-14,,dog,berger australien,6,19.74,18.11,15.06,12.74,11.69,8.64,7,6.42,6.42,1000,0.6,100
2022-06-01,p1111,2022-04-14,,dog,berger australien,6,19.74,18.11,15.06,12.74,11.69,8.64,7,6.42,6.42,1000,0.6,100
2022-07-01,p1111,2022-04-14,,dog,berger australien,6,19.74,18.11,15.06,12.74,11.69,8.64,7,6.42,6.42,1000,0.6,100
2022-07-01,p1111,2022-04-14,,dog,berger australien,6,19.74,18.11,15.06,12.74,11.69,8.64,7,6.42,6.42,1000,0.6,100
2022-08-01,p1111,2022-04-14,,dog,berger australien,6,19.74,18.11,15.06,12.74,11.69,8.64,7,6.42,6.42,1000,0.6,100
2022-08-01,p1111,2022-04-14,,dog,berger australien,6,19.74,18.11,15.06,12.74,11.69,8.64,7,6.42,6.42,1000,0.6,100
2022-09-01,p1111,2022-04-14,,dog,berger australien,6,19.74,18.11,15.06,12.74,11.69,8.64,7,6.42,6.42,1000,0.6,100
2022-09-01,p1111,2022-04-14,,dog,berger australien,6,19.74,18.11,15.06,12.74,11.69,8.64,7,6.42,6.42,1000,0.6,100
2022-10-01,p1111,2022-04-14,,dog,berger australien,6,19.74,18.11,15.06,12.74,11.69,8.64,7,6.42,6.42,1000,0.6,100
2022-10-01,p1111,2022-04-14,,dog,berger australien,6,19.74,18.11,15.06,12.74,11.69,8.64,7,6.42,6.42,1000,0.6,100
2022-11-01,p1111,2022-04-14,,dog,berger australien,6,19.74,18.11,15.06,12.74,11.69,8.64,7,6.42,6.42,1000,0.6,100
2022-11-01,p1111,2022-04-14,,dog,berger australien,6,19.74,18.11,15.06,12.74,11.69,8.64,7,6.42,6.42,1000,0.6,100
2022-04-01,p1112,2022-04-05,,cat,bengal,1,25.69,23.57,19.83,18.69,17.15,13.41,7,6.42,6.42,1000,1,100
2022-05-01,p1112,2022-04-05,,cat,bengal,1,25.69,23.57,19.83,18.69,17.15,13.41,7,6.42,6.42,1000,1,100
2022-06-01,p1112,2022-04-05,,cat,bengal,1,25.69,23.57,19.83,18.69,17.15,13.41,7,6.42,6.42,1000,1,100
2022-07-01,p1112,2022-04-05,,cat,bengal,1,25.69,23.57,19.83,18.69,17.15,13.41,7,6.42,6.42,1000,1,100
2022-08-01,p1112,2022-04-05,,cat,bengal,1,25.69,23.57,19.83,18.69,17.15,13.41,7,6.42,6.42,1000,1,100
2022-09-01,p1112,2022-04-05,,cat,bengal,1,25.69,23.57,19.83,18.69,17.15,13.41,7,6.42,6.42,1000,1,100
2022-10-01,p1112,2022-04-05,,cat,bengal,1,25.69,23.57,19.83,18.69,17.15,13.41,7,6.42,6.42,1000,1,100
2022-11-01,p1112,2022-04-05,,cat,bengal,1,25.69,23.57,19.83,18.69,17.15,13.41,7,6.42,6.42,1000,1,100
2022-11-01,p1114,2022-11-13,,cat,europ̩en,0,28.15,25.82,22.2,21.15,19.4,15.78,7,6.42,6.42,1000,1,100
2022-11-01,p1115,2022-11-12,,cat,europ̩en,0,31.15,28.58,24.34,24.15,22.16,17.92,7,6.42,6.42,1800,0.8,100
2022-08-01,p1116,2022-08-07,,dog,samoyede,0,22.99,21.09,18.32,15.99,14.67,11.9,7,6.42,6.42,1200,0.9,100
2022-09-01,p1116,2022-08-07,,dog,samoyede,0,22.99,21.09,18.32,15.99,14.67,11.9,7,6.42,6.42,1200,0.9,100
2022-10-01,p1116,2022-08-07,,dog,samoyede,0,22.99,21.09,18.32,15.99,14.67,11.9,7,6.42,6.42,1200,0.9,100
2022-11-01,p1116,2022-08-07,,dog,samoyede,0,22.99,21.09,18.32,15.99,14.67,11.9,7,6.42,6.42,1200,0.9,100
2022-10-01,p1117,2022-10-03,,dog,berger australien,0,21.99,20.17,18.25,14.99,13.75,11.83,7,6.42,6.42,1000,1,100
2022-11-01,p1117,2022-10-03,,dog,berger australien,0,21.99,20.17,18.25,14.99,13.75,11.83,7,6.42,6.42,1000,1,100
2022-10-01,p1118,2022-10-10,,dog,yorkshire terrier,5,19.99,18.34,15.74,12.99,11.92,9.32,7,6.42,6.42,1000,0.6,100
2022-11-01,p1118,2022-10-10,,dog,yorkshire terrier,5,19.99,18.34,15.74,12.99,11.92,9.32,7,6.42,6.42,1000,0.6,100
2022-05-01,p1119,2022-05-02,,cat,maine coon,0,26.99,24.76,20.33,19.99,18.34,13.91,7,6.42,6.42,1200,0.8,100
2022-06-01,p1119,2022-05-02,,cat,maine coon,0,26.99,24.76,20.33,19.99,18.34,13.91,7,6.42,6.42,1200,0.8,100
2022-07-01,p1119,2022-05-02,,cat,maine coon,0,26.99,24.76,20.33,19.99,18.34,13.91,7,6.42,6.42,1200,0.8,100
2022-08-01,p1119,2022-05-02,,cat,maine coon,0,26.99,24.76,20.33,19.99,18.34,13.91,7,6.42,6.42,1200,0.8,100
2022-09-01,p1119,2022-05-02,,cat,maine coon,0,26.99,24.76,20.33,19.99,18.34,13.91,7,6.42,6.42,1200,0.8,100
2022-10-01,p1119,2022-05-02,,cat,maine coon,0,26.99,24.76,20.33,19.99,18.34,13.91,7,6.42,6.42,1200,0.8,100
2022-11-01,p1119,2022-05-02,,cat,maine coon,0,26.99,24.76,20.33,19.99,18.34,13.91,7,6.42,6.42,1200,0.8,100
2022-02-01,p112,2022-02-14,,cat,bengal,1,35.99,33.02,27.08,28.99,26.6,20.66,7,6.42,6.42,1500,1,100
2022-03-01,p112,2022-02-14,,cat,bengal,1,35.99,33.02,27.08,28.99,26.6,20.66,7,6.42,6.42,1500,1,100
2022-04-01,p112,2022-02-14,,cat,bengal,1,35.99,33.02,27.08,28.99,26.6,20.66,7,6.42,6.42,1500,1,100
2022-05-01,p112,2022-02-14,,cat,bengal,1,35.99,33.02,27.08,28.99,26.6,20.66,7,6.42,6.42,1500,1,100
2022-06-01,p112,2022-02-14,,cat,bengal,1,35.99,33.02,27.08,28.99,26.6,20.66,7,6.42,6.42,1500,1,100
2022-07-01,p112,2022-02-14,,cat,bengal,1,35.99,33.02,27.08,28.99,26.6,20.66,7,6.42,6.42,1500,1,100
2022-08-01,p112,2022-02-14,,cat,bengal,1,35.99,33.02,27.08,28.99,26.6,20.66,7,6.42,6.42,1500,1,100
2022-09-01,p112,2022-02-14,,cat,bengal,1,35.99,33.02,27.08,28.99,26.6,20.66,7,6.42,6.42,1500,1,100
2022-10-01,p112,2022-02-14,,cat,bengal,1,35.99,33.02,27.08,28.99,26.6,20.66,7,6.42,6.42,1500,1,100
2022-11-01,p112,2022-02-14,,cat,bengal,1,35.99,33.02,27.08,28.99,26.6,20.66,7,6.42,6.42,1500,1,100
2022-09-01,p1120,2022-09-07,,cat,sacr̩ de birmanie,0,29.99,27.51,22.43,22.99,21.09,16.01,7,6.42,6.42,1500,0.8,100
2022-09-01,p1120,2022-09-07,,cat,sacr̩ de birmanie,0,29.99,27.51,22.43,22.99,21.09,16.01,7,6.42,6.42,1500,0.8,100
2022-10-01,p1120,2022-09-07,,cat,sacr̩ de birmanie,0,29.99,27.51,22.43,22.99,21.09,16.01,7,6.42,6.42,1500,0.8,100
2022-10-01,p1120,2022-09-07,,cat,sacr̩ de birmanie,0,29.99,27.51,22.43,22.99,21.09,16.01,7,6.42,6.42,1500,0.8,100
2022-11-01,p1120,2022-09-07,,cat,sacr̩ de birmanie,0,29.99,27.51,22.43,22.99,21.09,16.01,7,6.42,6.42,1500,0.8,100
2022-11-01,p1120,2022-09-07,,cat,sacr̩ de birmanie,0,29.99,27.51,22.43,22.99,21.09,16.01,7,6.42,6.42,1500,0.8,100
2022-02-01,p1121,2022-02-25,,cat,europ̩en,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-03-01,p1121,2022-02-25,,cat,europ̩en,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-04-01,p1121,2022-02-25,,cat,europ̩en,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-05-01,p1121,2022-02-25,,cat,europ̩en,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-06-01,p1121,2022-02-25,,cat,europ̩en,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-07-01,p1121,2022-02-25,,cat,europ̩en,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-08-01,p1121,2022-02-25,,cat,europ̩en,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-09-01,p1121,2022-02-25,,cat,europ̩en,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-10-01,p1121,2022-02-25,,cat,europ̩en,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-11-01,p1121,2022-02-25,,cat,europ̩en,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-04-01,p1122,2022-04-12,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-05-01,p1122,2022-04-12,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-06-01,p1122,2022-04-12,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-07-01,p1122,2022-04-12,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-08-01,p1122,2022-04-12,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-09-01,p1122,2022-04-12,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-10-01,p1122,2022-04-12,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-11-01,p1122,2022-04-12,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-01-01,p1123,2022-01-15,,cat,bengal,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-02-01,p1123,2022-01-15,,cat,bengal,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-03-01,p1123,2022-01-15,,cat,bengal,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-04-01,p1123,2022-01-15,,cat,bengal,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-05-01,p1123,2022-01-15,,cat,bengal,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-06-01,p1123,2022-01-15,,cat,bengal,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-07-01,p1123,2022-01-15,,cat,bengal,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-08-01,p1123,2022-01-15,,cat,bengal,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-09-01,p1123,2022-01-15,,cat,bengal,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-10-01,p1123,2022-01-15,,cat,bengal,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-11-01,p1123,2022-01-15,,cat,bengal,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-06-01,p1124,2022-06-06,,cat,maine coon,2,31.99,29.35,23.43,24.99,22.93,17.01,7,6.42,6.42,1500,0.8,100
2022-07-01,p1124,2022-06-06,,cat,maine coon,2,31.99,29.35,23.43,24.99,22.93,17.01,7,6.42,6.42,1500,0.8,100
2022-08-01,p1124,2022-06-06,,cat,maine coon,2,31.99,29.35,23.43,24.99,22.93,17.01,7,6.42,6.42,1500,0.8,100
2022-09-01,p1124,2022-06-06,,cat,maine coon,2,31.99,29.35,23.43,24.99,22.93,17.01,7,6.42,6.42,1500,0.8,100
2022-10-01,p1124,2022-06-06,,cat,maine coon,2,31.99,29.35,23.43,24.99,22.93,17.01,7,6.42,6.42,1500,0.8,100
2022-11-01,p1124,2022-06-06,,cat,maine coon,2,31.99,29.35,23.43,24.99,22.93,17.01,7,6.42,6.42,1500,0.8,100
2022-05-01,p1125,2022-05-23,,cat,persan,2,31.99,29.35,23.43,24.99,22.93,17.01,7,6.42,6.42,1500,0.8,100
2022-06-01,p1125,2022-05-23,,cat,persan,2,31.99,29.35,23.43,24.99,22.93,17.01,7,6.42,6.42,1500,0.8,100
2022-07-01,p1125,2022-05-23,,cat,persan,2,31.99,29.35,23.43,24.99,22.93,17.01,7,6.42,6.42,1500,0.8,100
2022-08-01,p1125,2022-05-23,,cat,persan,2,31.99,29.35,23.43,24.99,22.93,17.01,7,6.42,6.42,1500,0.8,100
2022-09-01,p1125,2022-05-23,,cat,persan,2,31.99,29.35,23.43,24.99,22.93,17.01,7,6.42,6.42,1500,0.8,100
2022-10-01,p1125,2022-05-23,,cat,persan,2,31.99,29.35,23.43,24.99,22.93,17.01,7,6.42,6.42,1500,0.8,100
2022-11-01,p1125,2022-05-23,,cat,persan,2,31.99,29.35,23.43,24.99,22.93,17.01,7,6.42,6.42,1500,0.8,100
2022-07-01,p1126,2022-07-03,,cat,bengal,2,30.99,28.43,23.19,23.99,22.01,16.77,7,6.42,6.42,1000,1,100
2022-08-01,p1126,2022-07-03,,cat,bengal,2,30.99,28.43,23.19,23.99,22.01,16.77,7,6.42,6.42,1000,1,100
2022-09-01,p1126,2022-07-03,,cat,bengal,2,30.99,28.43,23.19,23.99,22.01,16.77,7,6.42,6.42,1000,1,100
2022-10-01,p1126,2022-07-03,,cat,bengal,2,30.99,28.43,23.19,23.99,22.01,16.77,7,6.42,6.42,1000,1,100
2022-11-01,p1126,2022-07-03,,cat,bengal,2,30.99,28.43,23.19,23.99,22.01,16.77,7,6.42,6.42,1000,1,100
2022-01-01,p1127,2022-01-06,,cat,siamois,1,27.99,25.68,20.34,20.99,19.26,13.92,7,6.42,6.42,1000,0.8,100
2022-02-01,p1127,2022-01-06,,cat,siamois,1,27.99,25.68,20.34,20.99,19.26,13.92,7,6.42,6.42,1000,0.8,100
2022-03-01,p1127,2022-01-06,,cat,siamois,1,27.99,25.68,20.34,20.99,19.26,13.92,7,6.42,6.42,1000,0.8,100
2022-04-01,p1127,2022-01-06,,cat,siamois,1,27.99,25.68,20.34,20.99,19.26,13.92,7,6.42,6.42,1000,0.8,100
2022-05-01,p1127,2022-01-06,,cat,siamois,1,27.99,25.68,20.34,20.99,19.26,13.92,7,6.42,6.42,1000,0.8,100
2022-06-01,p1127,2022-01-06,,cat,siamois,1,27.99,25.68,20.34,20.99,19.26,13.92,7,6.42,6.42,1000,0.8,100
2022-07-01,p1127,2022-01-06,,cat,siamois,1,27.99,25.68,20.34,20.99,19.26,13.92,7,6.42,6.42,1000,0.8,100
2022-08-01,p1127,2022-01-06,,cat,siamois,1,27.99,25.68,20.34,20.99,19.26,13.92,7,6.42,6.42,1000,0.8,100
2022-09-01,p1127,2022-01-06,,cat,siamois,1,27.99,25.68,20.34,20.99,19.26,13.92,7,6.42,6.42,1000,0.8,100
2022-10-01,p1127,2022-01-06,,cat,siamois,1,27.99,25.68,20.34,20.99,19.26,13.92,7,6.42,6.42,1000,0.8,100
2022-11-01,p1127,2022-01-06,,cat,siamois,1,27.99,25.68,20.34,20.99,19.26,13.92,7,6.42,6.42,1000,0.8,100
2022-09-01,p1129,2022-09-22,,cat,siamois,0,31.99,29.35,22.2,24.99,22.93,15.78,7,6.42,6.42,1000,1,100
2022-10-01,p1129,2022-09-22,,cat,siamois,0,31.99,29.35,22.2,24.99,22.93,15.78,7,6.42,6.42,1000,1,100
2022-11-01,p1129,2022-09-22,,cat,siamois,0,31.99,29.35,22.2,24.99,22.93,15.78,7,6.42,6.42,1000,1,100
2022-08-01,p113,2022-08-23,,cat,europ̩en,4,36.99,33.93,26.25,29.99,27.51,19.83,7,6.42,6.42,1200,0.9,100
2022-09-01,p113,2022-08-23,,cat,europ̩en,4,36.99,33.93,26.25,29.99,27.51,19.83,7,6.42,6.42,1200,0.9,100
2022-10-01,p113,2022-08-23,,cat,europ̩en,4,36.99,33.93,26.25,29.99,27.51,19.83,7,6.42,6.42,1200,0.9,100
2022-11-01,p113,2022-08-23,,cat,europ̩en,4,36.99,33.93,26.25,29.99,27.51,19.83,7,6.42,6.42,1200,0.9,100
2022-10-01,p1130,2022-10-21,,cat,siamois,0,28.15,25.82,20.49,21.15,19.4,14.07,7,6.42,6.42,1000,0.9,100
2022-11-01,p1130,2022-10-21,,cat,siamois,0,28.15,25.82,20.49,21.15,19.4,14.07,7,6.42,6.42,1000,0.9,100
2022-08-01,p1132,2022-08-21,,dog,yorkshire terrier,1,14.99,13.75,11.83,14.99,13.75,11.83,,,,1000,1,
2022-09-01,p1132,2022-08-21,,dog,yorkshire terrier,1,14.99,13.75,11.83,14.99,13.75,11.83,,,,1000,1,
2022-10-01,p1132,2022-08-21,,dog,yorkshire terrier,1,14.99,13.75,11.83,14.99,13.75,11.83,,,,1000,1,
2022-11-01,p1132,2022-08-21,,dog,yorkshire terrier,1,14.99,13.75,11.83,14.99,13.75,11.83,,,,1000,1,
2022-02-01,p1133,2022-02-27,,dog,yorkshire terrier,1,23.99,22.01,18.63,23.99,22.01,18.63,,,,2000,1,
2022-03-01,p1133,2022-02-27,,dog,yorkshire terrier,1,23.99,22.01,18.63,23.99,22.01,18.63,,,,2000,1,
2022-04-01,p1133,2022-02-27,,dog,yorkshire terrier,1,23.99,22.01,18.63,23.99,22.01,18.63,,,,2000,1,
2022-05-01,p1133,2022-02-27,,dog,yorkshire terrier,1,23.99,22.01,18.63,23.99,22.01,18.63,,,,2000,1,
2022-06-01,p1133,2022-02-27,,dog,yorkshire terrier,1,23.99,22.01,18.63,23.99,22.01,18.63,,,,2000,1,
2022-07-01,p1133,2022-02-27,,dog,yorkshire terrier,1,23.99,22.01,18.63,23.99,22.01,18.63,,,,2000,1,
2022-08-01,p1133,2022-02-27,,dog,yorkshire terrier,1,23.99,22.01,18.63,23.99,22.01,18.63,,,,2000,1,
2022-09-01,p1133,2022-02-27,,dog,yorkshire terrier,1,23.99,22.01,18.63,23.99,22.01,18.63,,,,2000,1,
2022-10-01,p1133,2022-02-27,,dog,yorkshire terrier,1,23.99,22.01,18.63,23.99,22.01,18.63,,,,2000,1,
2022-11-01,p1133,2022-02-27,,dog,yorkshire terrier,1,23.99,22.01,18.63,23.99,22.01,18.63,,,,2000,1,
2022-05-01,p1135,2022-05-25,,cat,siamois,1,17.99,16.5,12.37,17.99,16.5,12.37,,,,1000,0.8,
2022-06-01,p1135,2022-05-25,,cat,siamois,1,17.99,16.5,12.37,17.99,16.5,12.37,,,,1000,0.8,
2022-07-01,p1135,2022-05-25,,cat,siamois,1,17.99,16.5,12.37,17.99,16.5,12.37,,,,1000,0.8,
2022-08-01,p1135,2022-05-25,,cat,siamois,1,17.99,16.5,12.37,17.99,16.5,12.37,,,,1000,0.8,
2022-09-01,p1135,2022-05-25,,cat,siamois,1,17.99,16.5,12.37,17.99,16.5,12.37,,,,1000,0.8,
2022-10-01,p1135,2022-05-25,,cat,siamois,1,17.99,16.5,12.37,17.99,16.5,12.37,,,,1000,0.8,
2022-11-01,p1135,2022-05-25,,cat,siamois,1,17.99,16.5,12.37,17.99,16.5,12.37,,,,1000,0.8,
2022-02-01,p1136,2022-02-11,,cat,maine coon,2,37.99,34.85,26.39,37.99,34.85,26.39,,,,2000,1,
2022-03-01,p1136,2022-02-11,,cat,maine coon,2,37.99,34.85,26.39,37.99,34.85,26.39,,,,2000,1,
2022-04-01,p1136,2022-02-11,,cat,maine coon,2,37.99,34.85,26.39,37.99,34.85,26.39,,,,2000,1,
2022-05-01,p1136,2022-02-11,,cat,maine coon,2,37.99,34.85,26.39,37.99,34.85,26.39,,,,2000,1,
2022-06-01,p1136,2022-02-11,,cat,maine coon,2,37.99,34.85,26.39,37.99,34.85,26.39,,,,2000,1,
2022-07-01,p1136,2022-02-11,,cat,maine coon,2,37.99,34.85,26.39,37.99,34.85,26.39,,,,2000,1,
2022-08-01,p1136,2022-02-11,,cat,maine coon,2,37.99,34.85,26.39,37.99,34.85,26.39,,,,2000,1,
2022-09-01,p1136,2022-02-11,,cat,maine coon,2,37.99,34.85,26.39,37.99,34.85,26.39,,,,2000,1,
2022-10-01,p1136,2022-02-11,,cat,maine coon,2,37.99,34.85,26.39,37.99,34.85,26.39,,,,2000,1,
2022-11-01,p1136,2022-02-11,,cat,maine coon,2,37.99,34.85,26.39,37.99,34.85,26.39,,,,2000,1,
2022-04-01,p1138,2022-04-19,,cat,siamois,6,21.99,20.17,13.55,21.99,20.17,13.55,,,,1000,0.6,
2022-05-01,p1138,2022-04-19,,cat,siamois,6,21.99,20.17,13.55,21.99,20.17,13.55,,,,1000,0.6,
2022-06-01,p1138,2022-04-19,,cat,siamois,6,21.99,20.17,13.55,21.99,20.17,13.55,,,,1000,0.6,
2022-07-01,p1138,2022-04-19,,cat,siamois,6,21.99,20.17,13.55,21.99,20.17,13.55,,,,1000,0.6,
2022-08-01,p1138,2022-04-19,,cat,siamois,6,21.99,20.17,13.55,21.99,20.17,13.55,,,,1000,0.6,
2022-09-01,p1138,2022-04-19,,cat,siamois,6,21.99,20.17,13.55,21.99,20.17,13.55,,,,1000,0.6,
2022-10-01,p1138,2022-04-19,,cat,siamois,6,21.99,20.17,13.55,21.99,20.17,13.55,,,,1000,0.6,
2022-11-01,p1138,2022-04-19,,cat,siamois,6,21.99,20.17,13.55,21.99,20.17,13.55,,,,1000,0.6,
2022-09-01,p1139,2022-09-30,,cat,siamois,0,27.99,25.68,17.85,27.99,25.68,17.85,,,,1200,1,
2022-10-01,p1139,2022-09-30,,cat,siamois,0,27.99,25.68,17.85,27.99,25.68,17.85,,,,1200,1,
